City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Te Anau,NZ,2022-11-28 01:57:11,-45.4167,167.7167,57.96,61,46,7.94
293,Leningradskiy,RU,2022-11-28 01:57:11,69.3833,178.4167,-4.36,83,96,6.8
294,Ballina,AU,2022-11-28 01:57:11,-28.8667,153.5667,84.69,54,98,12.17
295,Tadine,NC,2022-11-28 01:57:12,-21.55,167.8833,80.96,70,92,8.57
296,Mehran,IR,2022-11-28 01:57:12,33.1222,46.1646,62.44,48,100,6.6
297,The Valley,AI,2022-11-28 01:54:56,18.217,-63.0578,80.1,83,20,8.05
298,Ust-Omchug,RU,2022-11-28 01:57:13,61.15,149.6333,-8.43,98,100,10.85
299,Qaqortoq,GL,2022-11-28 01:57:13,60.7167,-46.0333,25.3,83,96,8.12
300,Gazli,UZ,2022-11-28 01:57:13,40.1333,63.45,45.73,55,100,5.57
301,Saint-Augustin,CA,2022-11-28 01:57:14,51.226,-58.6502,32.86,90,100,9.24
302,Burgeo,CA,2022-11-28 01:57:14,47.6167,-57.6152,36.19,85,78,8.28
303,Bellavista,PE,2022-11-28 01:57:15,-7.0561,-76.5911,73.15,83,75,1.99
304,Krivosheino,RU,2022-11-28 01:57:15,57.3431,83.9261,-6.32,91,100,6.73
305,Merauke,ID,2022-11-28 01:55:06,-8.4667,140.3333,81.32,79,100,4.0
306,Fort Abbas,PK,2022-11-28 01:57:15,29.1925,72.8536,61.72,23,0,5.57
307,Orange,US,2022-11-28 01:57:16,33.7,-117.7675,64.53,80,100,5.08
308,Half Moon Bay,US,2022-11-28 01:57:16,37.4636,-122.4286,58.87,78,75,5.75
309,Zhongshu,CN,2022-11-28 01:57:17,24.5167,103.7667,60.46,81,90,10.25
310,Palmer,US,2022-11-28 01:53:00,42.1584,-72.3287,56.25,83,100,3.44
311,Oktyabrskoye,RU,2022-11-28 01:57:17,43.0645,44.7417,42.94,100,100,0.0
312,Kibala,TD,2022-11-28 01:57:17,9.1104,18.3463,67.95,88,0,0.0
313,Thinadhoo,MV,2022-11-28 01:57:18,0.5333,72.9333,80.33,76,76,5.41
314,Monterey,US,2022-11-28 01:57:18,36.2505,-121.2516,55.17,17,100,5.73
315,Nshamba,TZ,2022-11-28 01:57:19,-1.7983,31.5511,59.63,89,81,2.42
316,Vostok,RU,2022-11-28 01:57:19,46.4856,135.8833,16.79,74,100,2.33
317,Bud,US,2022-11-28 01:57:19,39.447,-86.1758,44.67,89,67,8.25
318,Palaikastron,GR,2022-11-28 01:58:20,35.2,26.25,59.56,85,100,6.73
319,Sao Miguel Do Araguaia,BR,2022-11-28 01:58:20,-13.275,-50.1628,72.59,90,99,4.85
320,Ulladulla,AU,2022-11-28 01:58:20,-35.35,150.4667,62.69,81,86,6.31
321,Kaitangata,NZ,2022-11-28 01:58:21,-46.2817,169.8464,59.4,59,26,10.78
322,Bouna,CI,2022-11-28 01:58:21,9.2667,-3.0,74.32,33,75,2.77
323,Bonavista,CA,2022-11-28 01:58:22,48.6499,-53.1147,38.8,96,100,15.43
324,Alofi,NU,2022-11-28 01:55:45,-19.0595,-169.9187,84.09,58,20,11.5
325,Sompeta,IN,2022-11-28 01:58:22,18.9333,84.6,69.94,52,12,5.1
326,Vila Franca Do Campo,PT,2022-11-28 01:58:23,37.7167,-25.4333,66.2,86,100,16.22
327,Sorong,ID,2022-11-28 01:58:23,-0.8833,131.25,84.2,71,85,6.04
328,Srednekolymsk,RU,2022-11-28 01:58:23,67.45,153.6833,-29.7,95,100,4.32
329,Lianran,CN,2022-11-28 01:58:24,24.9227,102.485,55.94,71,2,4.72
330,Ust-Maya,RU,2022-11-28 01:58:24,60.4167,134.5333,-38.49,97,100,1.03
331,Noyabrsk,RU,2022-11-28 01:58:25,63.1994,75.4507,-8.34,92,99,10.42
332,Williams Lake,CA,2022-11-28 01:53:52,52.1415,-122.1445,21.06,64,100,21.85
333,Olafsvik,IS,2022-11-28 01:58:25,64.8945,-23.7142,37.08,65,54,18.25
334,Omsukchan,RU,2022-11-28 01:58:26,62.5333,155.8,-3.3,99,100,7.87
335,Manacapuru,BR,2022-11-28 01:58:26,-3.2997,-60.6206,79.61,75,99,3.49
336,Bereda,ES,2022-11-28 01:58:26,43.2686,-7.5406,45.41,100,87,3.69
337,Tabou,CI,2022-11-28 01:58:27,4.423,-7.3528,77.02,86,6,7.18
338,Edd,ER,2022-11-28 01:58:27,13.9297,41.6925,80.29,52,4,9.84
339,Ler,SS,2022-11-28 01:58:28,8.3018,30.1418,76.32,36,89,3.24
340,Sibolga,ID,2022-11-28 01:58:28,1.7427,98.7792,82.35,67,100,1.48
341,Huancavelica,PE,2022-11-28 01:58:29,-12.7667,-74.9833,39.61,91,100,2.04
342,Vilcun,CL,2022-11-28 01:58:29,-38.65,-72.2333,59.74,80,0,1.19
343,Puerto Ayora,EC,2022-11-28 01:58:29,-0.7393,-90.3518,68.56,93,49,1.01
344,Kalemie,CD,2022-11-28 01:58:30,-5.9475,29.1947,67.75,92,100,6.89
345,Hobyo,SO,2022-11-28 01:58:30,5.3505,48.5268,79.84,74,89,11.3
346,Moussoro,TD,2022-11-28 01:58:30,13.6408,16.4901,68.76,19,99,9.08
347,Muroto,JP,2022-11-28 01:58:31,33.2833,134.15,66.96,62,96,7.4
348,Surt,LY,2022-11-28 01:58:31,31.2089,16.5887,64.83,71,15,14.97
349,Diego De Almagro,CL,2022-11-28 01:58:32,-26.3667,-70.05,65.39,56,0,1.79
350,Port Hardy,CA,2022-11-28 01:58:32,50.6996,-127.4199,37.58,93,75,6.91
351,Sur,OM,2022-11-28 01:58:32,22.5667,59.5289,75.04,60,66,2.35
352,Dourbali,TD,2022-11-28 01:58:33,11.8091,15.8632,68.63,26,72,8.05
353,Saldanha,ZA,2022-11-28 01:58:33,-33.0117,17.9442,62.65,76,15,8.97
354,Coihaique,CL,2022-11-28 01:54:00,-45.5752,-72.0662,63.21,63,0,3.44
355,Bermejo,AR,2022-11-28 01:58:34,-32.8833,-68.8,85.91,25,75,8.05
356,Hofn,IS,2022-11-28 01:58:34,64.2539,-15.2082,40.77,62,100,9.42
357,Hillsborough,US,2022-11-28 01:54:15,37.5741,-122.3794,58.28,79,75,10.36
358,Flinders,AU,2022-11-28 01:58:35,-34.5833,150.8552,73.18,67,68,5.01
359,Pacific Grove,US,2022-11-28 01:58:35,36.6177,-121.9166,55.02,87,100,1.99
360,Jinji,CN,2022-11-28 01:58:36,23.2281,110.8261,79.95,77,96,4.25
361,Codrington,AU,2022-11-28 01:58:36,-38.2667,141.9667,61.0,60,97,18.12
362,Fujin,CN,2022-11-28 01:58:36,47.26,132.0322,17.28,67,65,2.55
363,Rishikesh,IN,2022-11-28 01:58:37,30.1167,78.3167,58.91,54,0,4.74
364,Arlit,NE,2022-11-28 01:59:37,18.7369,7.3853,69.82,25,100,6.96
365,Pangnirtung,CA,2022-11-28 01:59:38,66.1451,-65.7125,6.35,75,100,4.85
366,Mokhsogollokh,RU,2022-11-28 01:59:38,61.4681,128.9203,-32.57,98,92,3.04
367,Zhezkazgan,KZ,2022-11-28 01:59:38,47.8043,67.7144,3.18,55,0,22.37
368,Saint Anthony,US,2022-11-28 01:59:39,45.0205,-93.218,32.32,78,0,2.93
369,Katherine,AU,2022-11-28 01:59:39,-14.4667,132.2667,88.12,66,75,9.22
370,Karpathos,GR,2022-11-28 01:59:39,35.507,27.2132,66.16,72,100,17.27
371,Clarence Town,AU,2022-11-28 01:59:40,-32.5833,151.7833,73.94,62,99,8.61
372,Longyearbyen,SJ,2022-11-28 01:59:40,78.2186,15.6401,28.24,80,0,3.44
373,Bambous Virieux,MU,2022-11-28 01:59:40,-20.3428,57.7575,71.22,83,75,2.3
374,Sultanpur,IN,2022-11-28 01:59:41,26.2667,82.0667,62.6,52,0,0.56
375,Sangar,RU,2022-11-28 01:59:41,63.9242,127.4739,-40.04,97,96,3.15
376,Maputo,MZ,2022-11-28 01:59:41,-25.9653,32.5892,69.48,88,40,15.01
377,Maningrida,AU,2022-11-28 01:59:42,-12.0667,134.2667,89.94,51,100,4.9
378,Glace Bay,CA,2022-11-28 01:59:42,46.1969,-59.957,35.58,94,20,5.75
379,Chitapur,IN,2022-11-28 01:59:43,17.1167,77.0833,68.9,57,8,4.5
380,Kaniama,CD,2022-11-28 01:59:43,-7.5667,24.1833,64.98,98,100,2.53
381,Rawson,AR,2022-11-28 01:59:43,-43.3002,-65.1023,66.31,74,99,16.28
382,Acari,PE,2022-11-28 01:59:44,-15.4311,-74.6158,68.52,82,100,4.32
383,Alanya,TR,2022-11-28 01:56:42,36.5438,31.9998,60.84,41,100,5.79
384,Lake Cowichan,CA,2022-11-28 01:59:44,48.825,-124.0546,40.78,96,94,2.42
385,Luena,AO,2022-11-28 01:59:45,-11.7833,19.9167,59.63,98,100,3.71
386,Paamiut,GL,2022-11-28 01:59:45,61.994,-49.6678,30.07,86,100,16.2
387,Olga,RU,2022-11-28 01:59:45,43.7444,135.2892,33.3,60,100,1.95
388,Jasper,US,2022-11-28 01:59:46,37.2001,-94.3502,39.24,89,50,4.56
389,Gat,IL,2022-11-28 01:59:46,31.61,34.7642,63.39,100,47,2.24
390,Ketchikan,US,2022-11-28 01:57:23,55.3422,-131.6461,31.39,82,9,4.09
391,Mungaa,TZ,2022-11-28 01:59:47,-4.9667,34.8833,63.12,73,93,8.52
392,Lidkoping,SE,2022-11-28 01:59:47,58.5052,13.1577,41.41,91,100,11.14
393,Gubkinskiy,RU,2022-11-28 01:59:47,64.434,76.5026,-7.17,90,86,9.22
394,Boguchany,RU,2022-11-28 01:59:48,58.3814,97.4531,-11.38,97,100,9.26
395,Chapais,CA,2022-11-28 01:59:48,49.7834,-74.8492,26.38,97,100,4.29
396,Aasiaat,GL,2022-11-28 01:59:49,68.7098,-52.8699,8.76,97,100,7.2
397,Morant Bay,JM,2022-11-28 01:59:49,17.8815,-76.4093,82.02,85,7,8.55
398,Coquimbo,CL,2022-11-28 01:59:49,-29.9533,-71.3436,60.53,82,75,5.75
399,Machali,CL,2022-11-28 01:59:50,-34.1833,-70.6667,66.63,65,0,2.28
400,Qasigiannguit,GL,2022-11-28 01:59:50,68.8193,-51.1922,4.3,84,54,4.81
401,Ixtapa,MX,2022-11-28 01:59:50,20.7,-105.2,74.23,81,0,2.44
402,Port Hueneme,US,2022-11-28 01:59:51,34.1478,-119.1951,62.46,83,100,4.25
403,Kavaratti,IN,2022-11-28 01:59:51,10.5669,72.642,80.85,74,89,5.77
404,Fare,PF,2022-11-28 01:59:51,-16.7,-151.0167,79.23,71,4,9.93
405,Yerbogachen,RU,2022-11-28 01:59:52,61.2767,108.0108,-14.51,95,100,9.73
406,Abha,SA,2022-11-28 01:59:52,18.2164,42.5053,49.82,61,0,0.0
407,Belmonte,BR,2022-11-28 01:59:52,-15.8631,-38.8828,74.95,95,100,12.59
408,Berlevag,NO,2022-11-28 01:59:53,70.8578,29.0864,31.95,80,16,11.5
409,Uvat,RU,2022-11-28 01:59:53,59.1433,68.8953,-6.09,87,88,7.4
410,Seddon,AU,2022-11-28 01:59:54,-37.8068,144.8916,64.15,57,75,12.66
411,Great Falls,US,2022-11-28 02:00:00,47.5002,-111.3008,32.45,54,0,17.27
412,Temerloh,MY,2022-11-28 02:00:54,3.4483,102.4176,81.05,81,76,2.46
413,Montague,US,2022-11-28 02:00:55,42.5356,-72.5351,50.58,82,100,4.83
414,Kenai,US,2022-11-28 01:57:24,60.5544,-151.2583,15.15,82,98,8.95
415,Toledo,ES,2022-11-28 02:00:22,39.8333,-4.0,52.11,65,91,6.71
416,Namibe,AO,2022-11-28 02:00:56,-15.1961,12.1522,69.58,83,100,4.09
417,Rebrikha,RU,2022-11-28 02:00:56,53.0733,82.3408,-16.56,97,5,4.12
418,Bambanglipuro,ID,2022-11-28 02:00:57,-7.95,110.2833,76.98,89,100,2.89
419,Lewisporte,CA,2022-11-28 02:00:58,49.2499,-55.0482,36.55,96,100,7.11
420,Samarinda,ID,2022-11-28 02:00:19,-0.5,117.15,82.11,76,100,1.95
421,Meulaboh,ID,2022-11-28 02:00:58,4.1363,96.1285,79.56,78,100,2.51
422,Shelburne,CA,2022-11-28 02:00:55,44.0787,-80.2041,35.76,99,100,10.94
423,Lompoc,US,2022-11-28 02:00:59,34.6391,-120.4579,57.78,78,100,1.01
424,Georgiyevka,KZ,2022-11-28 02:01:00,43.0369,74.7114,19.44,63,75,6.71
425,Hinganghat,IN,2022-11-28 02:01:00,20.5667,78.8333,60.35,54,0,4.63
426,Kindu,CD,2022-11-28 02:01:01,-2.95,25.95,66.69,97,100,0.83
427,Severodvinsk,RU,2022-11-28 02:01:01,64.5635,39.8302,6.91,88,100,7.72
428,Santa Rosa,PH,2022-11-28 02:01:02,14.3122,121.1114,89.1,66,21,13.22
429,Kuryk,KZ,2022-11-28 02:01:02,43.2,51.65,45.95,64,100,5.53
430,Camacha,PT,2022-11-28 02:01:02,33.0833,-16.3333,65.62,77,40,13.8
431,Rio Gallegos,AR,2022-11-28 02:01:03,-51.6226,-69.2181,49.6,74,45,13.2
432,Codajas,BR,2022-11-28 02:01:03,-3.8367,-62.0569,73.67,93,100,2.44
433,Kati,ML,2022-11-28 02:01:04,12.7441,-8.0726,65.61,22,100,3.91
434,Roanoke Rapids,US,2022-11-28 02:01:04,36.4615,-77.6542,66.85,94,0,13.8
435,Assare,BR,2022-11-28 02:01:05,-6.8744,-39.875,76.21,54,63,2.8
436,Wamba,NG,2022-11-28 02:01:05,8.9333,8.6,72.1,43,53,4.59
437,Port Lincoln,AU,2022-11-28 02:01:05,-34.7333,135.8667,62.74,53,72,13.47
438,Juarez,MX,2022-11-28 02:01:06,31.7333,-106.4833,56.86,21,0,3.0
439,Nepa Nagar,IN,2022-11-28 02:01:06,21.4667,76.4,61.47,51,0,2.39
440,Nouakchott,MR,2022-11-28 02:00:14,18.0858,-15.9785,66.13,35,0,11.65
441,Belomorsk,RU,2022-11-28 02:01:07,64.5232,34.7668,18.09,94,100,6.08
442,Hervey Bay,AU,2022-11-28 02:01:07,-25.2986,152.8535,77.86,72,100,16.04
443,Kokoda,PG,2022-11-28 02:01:08,-8.8785,147.7407,83.07,68,99,2.42
444,Port Augusta,AU,2022-11-28 02:01:08,-32.5,137.7667,69.3,41,23,14.03
445,Ciudad Bolivar,VE,2022-11-28 02:01:09,8.1222,-63.5497,74.25,92,100,13.09
446,Saint-Pierre,RE,2022-11-28 02:01:09,-21.3393,55.4781,72.91,64,75,6.91
447,Sept-Iles,CA,2022-11-28 02:00:20,50.2001,-66.3821,27.05,96,100,5.5
448,Remontnoye,RU,2022-11-28 02:01:10,46.5614,43.6501,36.64,70,100,9.13
449,Hualmay,PE,2022-11-28 02:01:10,-11.0964,-77.6139,66.54,85,86,8.52
450,Svarstad,NO,2022-11-28 02:01:11,59.399,9.9698,44.82,45,100,1.99
451,Powell River,CA,2022-11-28 02:01:11,49.8496,-124.5361,42.08,78,90,5.55
452,Beeville,US,2022-11-28 02:01:12,28.4008,-97.7483,66.29,82,0,5.75
453,Lumphat,KH,2022-11-28 02:01:12,13.4878,106.9816,81.28,80,42,1.21
454,Elizabeth City,US,2022-11-28 02:02:13,36.2946,-76.2511,70.02,94,0,1.99
455,Harper,LR,2022-11-28 02:02:13,4.375,-7.7169,77.68,83,7,7.72
456,Moerai,PF,2022-11-28 02:02:14,-22.4333,-151.3333,74.39,84,77,20.76
457,White Settlement,US,2022-11-28 02:02:14,32.7596,-97.4584,54.18,75,0,9.22
458,Cam Ranh,VN,2022-11-28 02:02:15,11.9214,109.1591,84.16,70,20,2.3
459,Garden City,US,2022-11-28 02:02:15,42.3256,-83.331,41.95,90,75,11.1
460,Tagusao,PH,2022-11-28 02:02:16,9.1924,117.8141,84.43,68,12,3.78
461,Kudahuvadhoo,MV,2022-11-28 02:02:16,2.6708,72.8944,80.62,70,21,7.99
462,Kichmengskiy Gorodok,RU,2022-11-28 02:02:17,59.9816,45.7854,7.5,98,79,1.9
463,San-Pedro,CI,2022-11-28 02:02:17,4.7485,-6.6363,76.55,88,4,5.86
464,Bodden Town,KY,2022-11-28 02:02:18,19.2833,-81.25,80.92,89,92,1.01
465,Beisfjord,NO,2022-11-28 02:02:18,68.3751,17.5988,35.65,82,89,9.57
466,Saint-Leu,RE,2022-11-28 02:02:19,-21.15,55.2833,72.43,69,100,3.27
467,Howard Springs,AU,2022-11-28 02:02:19,-12.497,131.047,78.71,93,100,4.47
468,Hami,CN,2022-11-28 02:02:20,42.8,93.45,7.81,34,0,9.78
469,Bandarbeyla,SO,2022-11-28 02:02:20,9.4942,50.8122,77.23,75,99,15.9
470,Itacare,BR,2022-11-28 02:02:21,-14.2775,-38.9967,75.85,93,100,9.6
471,Rantepao,ID,2022-11-28 02:02:21,-2.9701,119.8978,81.79,59,100,2.37
472,Jieshi,CN,2022-11-28 02:02:22,22.8134,115.8257,74.05,90,100,9.15
473,Narsaq,GL,2022-11-28 02:02:22,60.9167,-46.05,26.82,80,98,8.48
474,Tucuma,BR,2022-11-28 02:02:23,-0.1833,-50.05,78.24,84,95,7.27
475,Clovis,US,2022-11-28 01:57:40,36.8252,-119.7029,58.84,55,100,2.15
476,Itacoatiara,BR,2022-11-28 02:00:51,-3.1431,-58.4442,76.05,83,85,1.77
477,Olinda,BR,2022-11-28 02:02:23,-8.0089,-34.8553,78.48,76,77,11.36
478,Dudinka,RU,2022-11-28 02:02:24,69.4058,86.1778,2.62,97,100,11.36
479,Partenit,UA,2022-11-28 02:02:24,44.578,34.3446,49.86,88,100,9.6
480,Shangzhi,CN,2022-11-28 02:02:25,45.2167,127.9667,18.54,88,100,8.3
481,Gornopravdinsk,RU,2022-11-28 02:02:25,60.05,69.9,-5.67,88,100,6.87
482,Port Pirie,AU,2022-11-28 02:02:26,-33.1833,138.0167,66.13,47,72,13.69
483,Slonim,BY,2022-11-28 02:02:26,53.0867,25.3219,27.5,97,100,3.58
484,Kurtalan,TR,2022-11-28 02:02:27,37.9272,41.7028,48.07,72,100,2.82
485,Tura,IN,2022-11-28 02:02:27,25.5198,90.2201,64.33,68,0,2.06
486,Santiago,CL,2022-11-28 02:00:06,-33.4569,-70.6483,74.55,53,0,4.25
487,Ossora,RU,2022-11-28 02:02:28,59.2353,163.0719,33.82,93,100,27.34
488,Tema,GH,2022-11-28 02:02:28,5.667,-0.0166,79.43,82,12,9.55
489,Port-Gentil,GA,2022-11-28 02:02:29,-0.7193,8.7815,79.16,82,100,7.18
490,Cerritos,US,2022-11-28 02:02:30,33.8583,-118.0648,64.47,81,0,4.61
491,Fort Nelson,CA,2022-11-28 02:02:30,58.8053,-122.7002,12.94,85,100,4.0
492,Maralal,KE,2022-11-28 02:02:31,1.0968,36.698,56.34,90,90,5.3
493,Lac Du Bonnet,CA,2022-11-28 02:02:31,50.2536,-96.0612,27.5,89,100,8.9
494,Sobolevo,RU,2022-11-28 02:02:32,54.4299,31.8996,29.1,98,99,7.38
495,Kashiwazaki,JP,2022-11-28 01:59:43,37.3667,138.55,55.13,54,100,5.99
496,Vila,PT,2022-11-28 02:02:32,42.0304,-8.1588,38.28,95,46,2.59
497,La Mira,MX,2022-11-28 02:02:33,18.035,-102.3266,76.21,81,1,4.03
498,Fossano,IT,2022-11-28 02:02:33,44.5489,7.7201,44.24,100,75,3.44
499,Puro,PH,2022-11-28 02:02:34,12.4841,123.3827,83.08,76,100,11.3
500,Magistralnyy,RU,2022-11-28 02:03:34,56.1725,107.4458,-12.01,81,100,4.25
501,Pilar,BR,2022-11-28 02:03:35,-9.5972,-35.9567,75.13,88,36,5.32
502,Monrovia,LR,2022-11-28 02:03:35,6.3005,-10.7969,77.32,84,90,7.58
503,Mayo,US,2022-11-28 02:03:35,38.8876,-76.5119,59.18,90,20,6.91
504,Banyo,CM,2022-11-28 02:03:36,6.75,11.8167,64.02,46,66,4.03
505,Izumo,JP,2022-11-28 02:02:45,35.3667,132.7667,65.64,47,7,3.42
506,Luang Prabang,LA,2022-11-28 02:03:36,19.8856,102.1347,79.18,74,20,1.74
507,Ashdod,IL,2022-11-28 02:03:37,31.8167,34.65,61.21,74,47,3.04
508,Eyl,SO,2022-11-28 02:03:37,7.9803,49.8164,76.12,80,99,10.16
509,Maniitsoq,GL,2022-11-28 02:03:37,65.4167,-52.9,31.66,68,100,15.84
510,Caluquembe,AO,2022-11-28 02:03:38,-13.7833,14.6833,59.58,97,100,4.43
511,Dumas,US,2022-11-28 02:00:58,35.8656,-101.9732,33.53,74,0,8.05
512,Aromashevo,RU,2022-11-28 02:03:38,56.8602,68.6375,-8.75,89,8,7.25
513,Cockburn Town,TC,2022-11-28 02:03:39,21.4612,-71.1419,80.4,71,11,15.37
514,Broken Hill,AU,2022-11-28 02:03:39,-31.95,141.4333,67.44,39,4,9.93
515,Price,US,2022-11-28 02:03:39,39.5994,-110.8107,31.12,50,0,8.05
516,Waterbury,US,2022-11-28 02:03:40,41.5582,-73.0515,58.78,96,100,12.66
517,Nuuk,GL,2022-11-28 02:00:33,64.1835,-51.7216,30.31,75,100,9.73
518,Sarahan,IN,2022-11-28 02:03:41,31.5167,77.8,43.86,19,71,9.04
519,Santiago Del Estero,AR,2022-11-28 02:03:41,-27.7951,-64.2615,82.2,26,45,5.95
520,Rio Grande,BR,2022-11-28 02:03:41,-32.035,-52.0986,68.61,89,0,12.86
521,Okhotsk,RU,2022-11-28 02:03:42,59.3833,143.3,-2.45,81,90,24.74
522,Tuatapere,NZ,2022-11-28 02:03:42,-46.1333,167.6833,63.41,48,57,1.68
523,Kununurra,AU,2022-11-28 02:03:43,-15.7667,128.7333,89.58,66,100,9.22
524,Cabras,IT,2022-11-28 02:03:43,39.93,8.5314,47.98,76,57,6.62
525,Comodoro Rivadavia,AR,2022-11-28 02:03:43,-45.8667,-67.5,59.7,73,100,2.33
526,Prince Rupert,CA,2022-11-28 02:03:44,54.3161,-130.3201,32.81,78,8,4.32
527,Dunedin,NZ,2022-11-28 02:03:44,-45.8742,170.5036,58.8,70,33,1.99
528,Sarangani,PH,2022-11-28 02:03:45,5.4033,125.4636,82.36,74,60,1.39
529,Beloha,MG,2022-11-28 02:03:45,-25.1667,45.05,70.68,83,46,5.61
530,Mutare,ZW,2022-11-28 02:03:46,-18.9707,32.6709,63.54,98,100,2.3
531,Puerto Carreno,CO,2022-11-28 02:03:46,6.189,-67.4859,76.66,89,100,1.66
532,Prieska,ZA,2022-11-28 02:03:47,-29.6641,22.7474,67.12,52,0,16.37
533,Elko,US,2022-11-28 02:00:49,41.0002,-115.5012,28.06,84,100,5.01
534,Praia Da Vitoria,PT,2022-11-28 02:03:47,38.7333,-27.0667,65.75,95,100,24.65
535,Karla,EE,2022-11-28 02:03:48,59.3723,24.9275,29.98,87,100,4.61
536,Bogo,PH,2022-11-28 02:01:02,11.0517,124.0055,83.19,77,100,7.76
537,Nelson Bay,AU,2022-11-28 02:03:48,-32.7167,152.15,74.08,75,99,8.99
538,Tay Ninh,VN,2022-11-28 02:03:48,11.3,106.1,81.75,78,37,7.18
539,Aksarka,RU,2022-11-28 02:03:49,66.5606,67.7975,-1.16,95,25,5.08
540,Tete,MZ,2022-11-28 02:03:49,-16.1564,33.5867,78.89,69,20,4.61
541,Oskemen,KZ,2022-11-28 02:03:50,49.9565,82.6119,-36.08,66,75,0.0
542,Jurado,CO,2022-11-28 02:03:50,7.1053,-77.7641,75.22,93,97,4.18
543,Piranhas,BR,2022-11-28 02:03:50,-16.4269,-51.8222,74.59,73,18,2.26
544,Muisne,EC,2022-11-28 02:03:51,0.6,-80.0333,74.32,83,100,7.7
545,Zhigansk,RU,2022-11-28 02:03:51,66.7697,123.3711,-26.32,96,100,12.73
546,Gangawati,IN,2022-11-28 02:04:52,15.4333,76.5333,72.99,81,12,6.11
547,Haines Junction,CA,2022-11-28 02:04:52,60.7522,-137.5108,5.02,96,93,3.76
548,Parabel,RU,2022-11-28 02:04:53,58.6978,81.4825,-4.36,88,100,7.78
549,Vallenar,CL,2022-11-28 02:04:53,-28.5708,-70.7581,67.21,67,0,3.47
550,Asfi,MA,2022-11-28 02:04:54,32.2994,-9.2372,62.56,90,35,14.07
551,Sulangan,PH,2022-11-28 02:04:54,11.1373,123.7228,83.03,77,100,9.86
552,Havre-Saint-Pierre,CA,2022-11-28 02:04:55,50.2334,-63.5986,30.56,100,100,3.44
553,Marienburg,PL,2022-11-28 02:04:55,54.0359,19.0266,37.85,90,76,5.32
554,Abu Dhabi,AE,2022-11-28 02:04:55,24.4667,54.3667,78.96,73,0,1.01
555,Gigmoto,PH,2022-11-28 02:04:56,13.7796,124.39,82.96,81,100,10.31
556,Larsnes,NO,2022-11-28 02:04:56,62.2028,5.5773,50.41,74,84,8.43
557,Omaruru,NA,2022-11-28 02:04:56,-21.4333,15.9333,62.83,31,3,1.39
558,Verkhnevilyuysk,RU,2022-11-28 02:04:57,63.4453,120.3167,-21.82,94,61,6.13
559,Dhidhdhoo,MV,2022-11-28 02:04:57,6.8833,73.1,80.87,71,86,7.47
560,Safford,US,2022-11-28 02:04:58,32.834,-109.7076,47.32,25,0,3.44
561,Guozhen,CN,2022-11-28 02:04:59,34.3659,107.359,40.26,48,98,9.15
562,Elmshorn,DE,2022-11-28 02:04:59,53.75,9.65,42.49,90,100,3.0
563,Kuytun,RU,2022-11-28 02:04:59,54.3419,101.5036,-7.8,89,100,10.63
564,Teya,RU,2022-11-28 02:05:00,60.3778,92.6267,-13.09,97,100,4.0
565,Fairbanks,US,2022-11-28 02:05:00,64.8378,-147.7164,8.6,85,100,0.0
566,Ziro,IN,2022-11-28 02:05:01,27.6333,93.8333,41.74,50,2,2.48
567,Saint-Francois,FR,2022-11-28 02:05:01,46.4154,3.9054,38.68,93,100,3.44
